0.000000000000000000e+00 0.000000000000000000e+00
7.626852402666667308e-03 3.582910684403675661e-02
1.792076362106666959e-02 8.418379630293376659e-02
4.412344672233333570e-02 2.072939871515776245e-01
5.076769850873333323e-02 2.384709584849403485e-01
6.238511259799999625e-02 2.940820993314317566e-01
7.996497396466667462e-02 3.756008019984988233e-01
8.791935990599999973e-02 4.130796036049710351e-01
1.055125899880000051e-01 4.955783741276953425e-01
1.098173164973333393e-01 5.159837682277123028e-01
1.274105465800000059e-01 5.984080912546817510e-01
1.353649325213333587e-01 6.360481957741193071e-01
1.493085031720000067e-01 7.012302374505838820e-01
1.682118674093333321e-01 7.904318873411974034e-01
1.785057786273333280e-01 8.383146553693795466e-01
1.937594834326666626e-01 9.105198688950318919e-01
1.967540757873333379e-01 9.239855817010641514e-01
2.186520323793333664e-01 1.026783753277685562e+00
2.229300214566666549e-01 1.040610713856950920e+00
2.369270669706666776e-01 1.105087148981852341e+00
2.448012406166666932e-01 1.135015107576078819e+00
2.593998783446666567e-01 1.202731237569366618e+00
2.698141080060000307e-01 1.245630573637672933e+00
2.739584099246666349e-01 1.257288469511383733e+00
2.954018301773333466e-01 1.349707925936807440e+00
3.104015293813333076e-01 1.405024502794893548e+00
3.210029210646666575e-01 1.446343226158709472e+00
3.322326423933333328e-01 1.477672375495479251e+00
3.466040119513333351e-01 1.539734546090552714e+00
3.504408334060000185e-01 1.542108533040741136e+00
3.649859962700000016e-01 1.583105773158650198e+00
3.685688121226666780e-01 1.608150024367311470e+00
3.868171092826666602e-01 1.647327234345794089e+00
3.868839528620000023e-01 1.657465557385261912e+00
4.013622721466666432e-01 1.683968691100315773e+00
4.051990936013333267e-01 1.703884099614515479e+00
4.231666477273333671e-01 1.728756377113910503e+00
4.271772624880000313e-01 1.755762322441010825e+00
4.382198217953333641e-01 1.752678708909167549e+00
4.413481013080000070e-01 1.768254917615252220e+00
4.486073140246666924e-01 1.776115985501289352e+00
4.492356436700000732e-01 1.761233997475644797e+00
4.594760800253333555e-01 1.775660024617912613e+00
4.602380968293333097e-01 1.775263315634517891e+00
4.712539187046667077e-01 1.780511277447568874e+00
4.740078741733333434e-01 1.794453507547788984e+00
4.859194000120000689e-01 1.797504949630481574e+00
4.885262996059999696e-01 1.803193237248605474e+00
4.969619593186666573e-01 1.783385928483457228e+00
4.993683281753333314e-01 1.780180449752895910e+00
5.043281217620000367e-01 1.769977596418681687e+00
5.116809154893333655e-01 1.763438287466655652e+00
5.139001223240000638e-01 1.791474599820503055e+00
5.153573123533333744e-01 1.759820043110079668e+00
5.227502122286666886e-01 1.727260227719043195e+00
5.283918103246666442e-01 1.775313290682492662e+00
5.374557996833333462e-01 1.707902557049793213e+00
5.428834983253333357e-01 1.755494454113776248e+00
5.521480184220000087e-01 1.693503475163287142e+00
5.537388956106666926e-01 1.729445318834966550e+00
5.631772090133333464e-01 1.673931777570496493e+00
5.645942928953333606e-01 1.700998570756759420e+00
5.742197683199999902e-01 1.643240852484668446e+00
5.790859808960000521e-01 1.671581681273132558e+00
5.852623276273333230e-01 1.610107158631221447e+00
5.899814843286667054e-01 1.665823436483339082e+00
5.935375627493333361e-01 1.610283080538873923e+00
5.962781495026666656e-01 1.593288953472999037e+00
6.072939713773333192e-01 1.574729594175751091e+00
6.080559881820000179e-01 1.592139719423818489e+00
6.152884634666666575e-01 1.562539878844112717e+00
6.183365306846666520e-01 1.534970897254797739e+00
6.261304920353333303e-01 1.511041536273695307e+00
6.293924587073334020e-01 1.482863880790280975e+00
6.367719898666667211e-01 1.439890912054002658e+00
6.406221800366667107e-01 1.465171686519736172e+00
6.514374711739999713e-01 1.421551332227106501e+00
6.551406054693333925e-01 1.436389661437706744e+00
6.661564273446667350e-01 1.358934504580639580e+00
6.696055560400000495e-01 1.362459404736436230e+00
6.771856179333334280e-01 1.317224023229783825e+00
6.840838753266667016e-01 1.294790695528541091e+00
6.882148085266667215e-01 1.273422002581984458e+00
6.949125351733334011e-01 1.216600968944112182e+00
6.992573678333333653e-01 1.216511579873533755e+00
7.057679324600000248e-01 1.157664917491533663e+00
7.139362178533333880e-01 1.174333835934628922e+00
7.165832236000000410e-01 1.062328245884760047e+00
7.286418053133333350e-01 1.106404496546924854e+00
7.310749116000000436e-01 9.915547951326714182e-01
7.382940181666667323e-01 9.314485846043655259e-01
7.396843646200000899e-01 1.041357775460617807e+00
7.455264934533333276e-01 8.817619058655160602e-01
7.507135552066667161e-01 9.857036987676722761e-01
7.564086281666666522e-01 8.349846256369604092e-01
7.617026396533332910e-01 9.639880003510273854e-01
7.709136848866666725e-01 7.658834988628732132e-01
7.727184615266666778e-01 9.168615879218557918e-01
7.837743895533333394e-01 8.309142147276106227e-01
7.854187416000000255e-01 6.935795011547373212e-01
7.948169488599999832e-01 7.547086046456765729e-01
7.999371670333333961e-01 6.307128920729090371e-01
8.131588270266666418e-01 6.821369914809191082e-01
8.144555924666667668e-01 5.650989128585821586e-01
8.217148051866667302e-01 5.312616594543935200e-01
8.315007051999999677e-01 6.055057841725919321e-01
8.325835711866667044e-01 4.594883486093529479e-01
8.461929239400000080e-01 5.225855383316615477e-01
8.471019966199999640e-01 3.873508443902287657e-01
8.608584052466666803e-01 4.635843557155867045e-01
8.689197409133333494e-01 3.151631319021623856e-01
8.828633115666667530e-01 3.637679111321360792e-01
8.834782724933334386e-01 2.786986333554519746e-01
9.016597260733333341e-01 2.133840138995002911e-01
9.084911398866667431e-01 2.880810655083018146e-01
9.162182576533334233e-01 1.735374260289554160e-01
9.231432524733333977e-01 2.343200860014828246e-01
9.307634205199999400e-01 1.176176354706820609e-01
9.450946839333334015e-01 1.800415218256921079e-01
9.489716115333334256e-01 7.510630389146555341e-02
9.635301431133332928e-01 3.073105264312960341e-02
9.670461153866666271e-01 1.229827000281950022e-01
9.816848592600001533e-01 7.823278278229907345e-02
9.817650715533332573e-01 1.595332420472621998e-02
9.963236031333333464e-01 3.209273518563526828e-02
1.000000000000000000e+00 0.000000000000000000e+00
