0.000000000000000000e+00 0.000000000000000000e+00
7.626852402666667308e-03 1.361842570180864427e-04
1.792076362106666959e-02 7.518626914279701685e-04
4.412344672233333570e-02 4.558108261642334486e-03
5.076769850873333323e-02 6.034146392234648187e-03
6.238511259799999625e-02 9.117461664161431029e-03
7.996497396466667462e-02 1.498465282321559920e-02
8.791935990599999973e-02 1.811111581128520970e-02
1.055125899880000051e-01 2.607805694201860425e-02
1.098173164973333393e-01 2.824817676541124464e-02
1.274105465800000059e-01 3.801895362421876812e-02
1.353649325213333587e-01 4.291254786640393004e-02
1.493085031720000067e-01 5.220523732003486822e-02
1.682118674093333321e-01 6.625778757012204534e-02
1.785057786273333280e-01 7.461342346536874170e-02
1.937594834326666626e-01 8.790785089116244511e-02
1.967540757873333379e-01 9.064565455110355774e-02
2.186520323793333664e-01 1.119346462409285953e-01
2.229300214566666549e-01 1.163423114829743171e-01
2.369270669706666776e-01 1.313098548529915421e-01
2.448012406166666932e-01 1.401004527171686442e-01
2.593998783446666567e-01 1.571085331096367388e-01
2.698141080060000307e-01 1.698156881700536303e-01
2.739584099246666349e-01 1.749851314114601875e-01
2.954018301773333466e-01 2.028450645334110292e-01
3.104015293813333076e-01 2.234374924017139552e-01
3.210029210646666575e-01 2.385022341929196876e-01
3.322326423933333328e-01 2.548664141393093829e-01
3.466040119513333351e-01 2.764775513833981346e-01
3.504408334060000185e-01 2.823704326846627755e-01
3.649859962700000016e-01 3.050243845795015951e-01
3.685688121226666780e-01 3.107225058217308877e-01
3.868171092826666602e-01 3.403287006121880065e-01
3.868839528620000023e-01 3.404387910284692453e-01
4.013622721466666432e-01 3.645487599845728677e-01
4.051990936013333267e-01 3.710267713074167917e-01
4.231666477273333671e-01 4.017638693836834696e-01
4.271772624880000313e-01 4.087285199093791954e-01
4.382198217953333641e-01 4.280361737403122202e-01
4.413481013080000070e-01 4.335253726761998938e-01
4.486073140246666924e-01 4.463479187179686947e-01
4.492356436700000732e-01 4.474555906812811568e-01
4.594760800253333555e-01 4.655059599739556075e-01
4.602380968293333097e-01 4.668544614522077141e-01
4.712539187046667077e-01 4.863752208710475089e-01
4.740078741733333434e-01 4.912817486660225885e-01
4.859194000120000689e-01 5.126045511571583058e-01
4.885262996059999696e-01 5.172825122590600788e-01
4.969619593186666573e-01 5.323605579671241150e-01
4.993683281753333314e-01 5.366341457866624642e-01
5.043281217620000367e-01 5.454093427246190506e-01
5.116809154893333655e-01 5.583570455039328362e-01
5.139001223240000638e-01 5.622886726583118389e-01
5.153573123533333744e-01 5.648676556560157103e-01
5.227502122286666886e-01 5.777152658395973139e-01
5.283918103246666442e-01 5.875629698276176871e-01
5.374557996833333462e-01 6.032971948316298016e-01
5.428834983253333357e-01 6.126655551588374715e-01
5.521480184220000087e-01 6.285898952152046970e-01
5.537388956106666926e-01 6.313037252130465626e-01
5.631772090133333464e-01 6.473122033727521929e-01
5.645942928953333606e-01 6.496956528719641799e-01
5.742197683199999902e-01 6.657378974605306921e-01
5.790859808960000521e-01 6.737768032865047996e-01
