  18.900       -0.2329661942E+02 +-0.5968611908E+02 i       -0.1965828323E+02 +-0.5265965271E+02 i
  19.080       -0.2595108223E+02 +-0.6412565613E+02 i       -0.2076156616E+02 +-0.5559951019E+02 i
  19.260       -0.2843369675E+02 +-0.6795719147E+02 i       -0.2181258583E+02 +-0.5814970398E+02 i
  19.440       -0.3062894630E+02 +-0.7112934113E+02 i       -0.2272253227E+02 +-0.6028621674E+02 i
  19.620       -0.3242854309E+02 +-0.7360144043E+02 i       -0.2340676308E+02 +-0.6199030304E+02 i
  19.800       -0.3373396301E+02 +-0.7534412384E+02 i       -0.2378686714E+02 +-0.6324851608E+02 i
  19.980       -0.3445859909E+02 +-0.7633977509E+02 i       -0.2379249763E+02 +-0.6405288696E+02 i
  20.160       -0.3452979660E+02 +-0.7658258820E+02 i       -0.2336305618E+02 +-0.6440085602E+02 i
  20.340       -0.3389047241E+02 +-0.7607878113E+02 i       -0.2244904327E+02 +-0.6429512024E+02 i
  20.520       -0.3250030518E+02 +-0.7484588623E+02 i       -0.2101322174E+02 +-0.6374344635E+02 i
  20.700       -0.3033667374E+02 +-0.7291254425E+02 i       -0.1903147697E+02 +-0.6275841522E+02 i
  20.880       -0.2739515877E+02 +-0.7031763458E+02 i       -0.1649328613E+02 +-0.6135698700E+02 i
  21.060       -0.2368957138E+02 +-0.6710942841E+02 i       -0.1340202522E+02 +-0.5956008148E+02 i
  21.240       -0.1925170517E+02 +-0.6334444427E+02 i       -0.9774862289E+01 +-0.5739215088E+02 i
  21.420       -0.1413058949E+02 +-0.5908622360E+02 i       -0.5642359734E+01 +-0.5488055038E+02 i
  21.600       -0.8391496658E+01 +-0.5440411377E+02 i       -0.1047874808E+01 +-0.5205513000E+02 i
  21.780       -0.2114554167E+01 +-0.4937165451E+02 i        0.3953453541E+01 +-0.4894758606E+02 i
  21.960        0.4606987476E+01 +-0.4406523895E+02 i        0.9295803070E+01 +-0.4559094238E+02 i
  22.140        0.1166869164E+02 +-0.3856259537E+02 i        0.1490408993E+02 +-0.4201901627E+02 i
  22.320        0.1895705414E+02 +-0.3294132996E+02 i        0.2069552994E+02 +-0.3826583099E+02 i
  22.500        0.2635188866E+02 +-0.2727740288E+02 i        0.2658132935E+02 +-0.3436520004E+02 i
  22.680        0.3372874451E+02 +-0.2164384460E+02 i        0.3246853256E+02 +-0.3035029030E+02 i
  22.860        0.4096149445E+02 +-0.1610951042E+02 i        0.3826192093E+02 +-0.2625316048E+02 i
  23.040        0.4792477798E+02 +-0.1073786926E+02 i        0.4386586761E+02 +-0.2210447884E+02 i
  23.220        0.5449657059E+02 +-0.5586062431E+01 i        0.4918626022E+02 +-0.1793323898E+02 i
  23.400        0.6056056595E+02 +-0.7040620446E+00 i        0.5413238144E+02 +-0.1376653481E+02 i
  23.580        0.6600846863E+02 + 0.3865952015E+01 i        0.5861862183E+02 +-0.9629420280E+01 i
  23.760        0.7074198914E+02 + 0.8090072632E+01 i        0.6256615448E+02 +-0.5544836044E+01 i
  23.940        0.7467489624E+02 + 0.1194289875E+02 i        0.6590440369E+02 +-0.1533576131E+01 i
  24.120        0.7773442078E+02 + 0.1540761662E+02 i        0.6857233429E+02 + 0.2385668755E+01 i
  24.300        0.7986279297E+02 + 0.1847585106E+02 i        0.7051961517E+02 + 0.6196223736E+01 i
  24.480        0.8101802063E+02 + 0.2114737511E+02 i        0.7170735168E+02 + 0.9883284569E+01 i
  24.660        0.8117488098E+02 + 0.2342957306E+02 i        0.7210893250E+02 + 0.1343375111E+02 i
  24.840        0.8032500458E+02 + 0.2533682823E+02 i        0.7171027374E+02 + 0.1683602333E+02 i
  25.020        0.7847711945E+02 + 0.2688970757E+02 i        0.7050999451E+02 + 0.2007977867E+02 i
  25.200        0.7565660858E+02 + 0.2811405754E+02 i        0.6851947021E+02 + 0.2315570068E+02 i
  25.380        0.7190502930E+02 + 0.2904002190E+02 i        0.6576230621E+02 + 0.2605525208E+02 i
  25.560        0.6727906036E+02 + 0.2970088387E+02 i        0.6227398300E+02 + 0.2877048683E+02 i
  25.740        0.6184946060E+02 + 0.3013209724E+02 i        0.5810092545E+02 + 0.3129375458E+02 i
  25.920        0.5569951630E+02 + 0.3036999512E+02 i        0.5329970932E+02 + 0.3361753082E+02 i
  26.100        0.4892343140E+02 + 0.3045082283E+02 i        0.4793589020E+02 + 0.3573427963E+02 i
  26.280        0.4162452316E+02 + 0.3040949249E+02 i        0.4208274841E+02 + 0.3763628006E+02 i
  26.460        0.3391321564E+02 + 0.3027878952E+02 i        0.3581993103E+02 + 0.3931553650E+02 i
  26.640        0.2590502167E+02 + 0.3008826256E+02 i        0.2923207855E+02 + 0.4076379395E+02 i
  26.820        0.1771834373E+02 + 0.2986356163E+02 i        0.2240721321E+02 + 0.4197247696E+02 i
  27.000        0.9472438812E+01 + 0.2962563133E+02 i        0.1543533707E+02 + 0.4293279266E+02 i
  27.180        0.1285256863E+01 + 0.2939035034E+02 i        0.8406863213E+01 + 0.4363581467E+02 i
  27.360       -0.6728551865E+01 + 0.2916797829E+02 i        0.1411156416E+01 + 0.4407264328E+02 i
  27.540       -0.1445960045E+02 + 0.2896313286E+02 i       -0.5464862823E+01 + 0.4423457718E+02 i
  27.720       -0.2180549431E+02 + 0.2877463531E+02 i       -0.1213803482E+02 + 0.4411341476E+02 i
  27.900       -0.2867245102E+02 + 0.2859569740E+02 i       -0.1853019333E+02 + 0.4370166016E+02 i
  28.080       -0.3497671127E+02 + 0.2841418266E+02 i       -0.2456921768E+02 + 0.4299285507E+02 i
  28.260       -0.4064569473E+02 + 0.2821314430E+02 i       -0.3018997574E+02 + 0.4198188400E+02 i
  28.440       -0.4561893082E+02 + 0.2797137451E+02 i       -0.3533509827E+02 + 0.4066530991E+02 i
  28.620       -0.4984876633E+02 + 0.2766414452E+02 i       -0.3995555115E+02 + 0.3904171371E+02 i
  28.800       -0.5330073166E+02 + 0.2726404572E+02 i       -0.4401117325E+02 + 0.3711198425E+02 i
  28.980       -0.5595380783E+02 + 0.2674194145E+02 i       -0.4747081757E+02 + 0.3487963867E+02 i
  29.160       -0.5780015564E+02 + 0.2606799507E+02 i       -0.5031252289E+02 + 0.3235115814E+02 i
  29.340       -0.5884497070E+02 + 0.2521261787E+02 i       -0.5252341080E+02 + 0.2953609276E+02 i
  29.520       -0.5910579300E+02 + 0.2414762688E+02 i       -0.5409950256E+02 + 0.2644741631E+02 i
  29.700       -0.5861174393E+02 + 0.2284725380E+02 i       -0.5504528427E+02 + 0.2310157776E+02 i
  29.880       -0.5740261078E+02 + 0.2128911972E+02 i       -0.5537329483E+02 + 0.1951861000E+02 i
  30.060       -0.5552761459E+02 + 0.1945523071E+02 i       -0.5510342789E+02 + 0.1572218609E+02 i
  30.240       -0.5304422760E+02 + 0.1733280373E+02 i       -0.5426231766E+02 + 0.1173953724E+02 i
  30.420       -0.5001677704E+02 + 0.1491500282E+02 i       -0.5288250732E+02 + 0.7601366997E+01 i
  30.600       -0.4651492691E+02 + 0.1220158291E+02 i       -0.5100164795E+02 + 0.3341669083E+01 i
  30.780       -0.4261231232E+02 + 0.9199316978E+01 i       -0.4866155624E+02 +-0.1002547145E+01 i
  30.960       -0.3838494492E+02 + 0.5922331333E+01 i       -0.4590750504E+02 +-0.5391561031E+01 i
  31.140       -0.3390979385E+02 + 0.2392221212E+01 i       -0.4278713226E+02 +-0.9783347130E+01 i
  31.320       -0.2926332474E+02 +-0.1362007380E+01 i       -0.3934976578E+02 +-0.1413401318E+02 i
  31.500       -0.2452014542E+02 +-0.5304137230E+01 i       -0.3564551163E+02 +-0.1839834023E+02 i
  31.680       -0.1975184250E+02 +-0.9391166687E+01 i       -0.3172448730E+02 +-0.2253028870E+02 i
  31.860       -0.1502576828E+02 +-0.1357391548E+02 i       -0.2763621330E+02 +-0.2648367310E+02 i
  32.040       -0.1040413475E+02 +-0.1779768562E+02 i       -0.2342887115E+02 +-0.3021273994E+02 i
  32.220       -0.5943162918E+01 +-0.2200328827E+02 i       -0.1914885139E+02 +-0.3367279434E+02 i
  32.400       -0.1692478538E+01 +-0.2612792587E+02 i       -0.1484026146E+02 +-0.3682094955E+02 i
  32.580        0.2305414677E+01 +-0.3010647964E+02 i       -0.1054459095E+02 +-0.3961672211E+02 i
  32.760        0.6015399933E+01 +-0.3387261200E+02 i       -0.6300414085E+01 +-0.4202269363E+02 i
  32.940        0.9409855843E+01 +-0.3736015320E+02 i       -0.2143240213E+01 +-0.4400508499E+02 i
  33.120        0.1246865177E+02 +-0.4050440979E+02 i        0.1894608617E+01 +-0.4553448486E+02 i
  33.300        0.1517889786E+02 +-0.4324350357E+02 i        0.5783997059E+01 +-0.4658621979E+02 i
  33.480        0.1753462601E+02 +-0.4551966858E+02 i        0.9498941422E+01 +-0.4714096451E+02 i
  33.660        0.1953629494E+02 +-0.4728064728E+02 i        0.1301648712E+02 +-0.4718503952E+02 i
  33.840        0.2119020081E+02 +-0.4848075485E+02 i        0.1631655884E+02 +-0.4671086884E+02 i
  34.020        0.2250777245E+02 +-0.4908205032E+02 i        0.1938176727E+02 +-0.4571722031E+02 i
  34.200        0.2350485039E+02 +-0.4905535126E+02 i        0.2219714165E+02 +-0.4420928192E+02 i
  34.380        0.2420084000E+02 +-0.4838099289E+02 i        0.2474998093E+02 +-0.4219881058E+02 i
  34.560        0.2461792755E+02 +-0.4704955292E+02 i        0.2702954483E+02 +-0.3970415115E+02 i
  34.740        0.2478018951E+02 +-0.4506226349E+02 i        0.2902684784E+02 +-0.3675006485E+02 i
  34.920        0.2471282768E+02 +-0.4243134308E+02 i        0.3073447418E+02 +-0.3336750793E+02 i
  35.100        0.2444135284E+02 +-0.3918008423E+02 i        0.3214633942E+02 +-0.2959337044E+02 i
  35.280        0.2399088478E+02 +-0.3534267044E+02 i        0.3325763702E+02 +-0.2547005081E+02 i
  35.460        0.2338547134E+02 +-0.3096379471E+02 i        0.3406462860E+02 +-0.2104497528E+02 i
  35.640        0.2264759636E+02 +-0.2609824753E+02 i        0.3456468582E+02 +-0.1637002373E+02 i
  35.820        0.2179764366E+02 +-0.2081000137E+02 i        0.3475621033E+02 +-0.1150091743E+02 i
  36.000        0.2085356522E+02 +-0.1517136288E+02 i        0.3463870621E+02 +-0.6496467590E+01 i
  36.180        0.1983064079E+02 +-0.9261823654E+01 i        0.3421284485E+02 +-0.1417850852E+01 i
  36.360        0.1874137115E+02 +-0.3166805506E+01 i        0.3348058701E+02 + 0.3672205448E+01 i
  36.540        0.1759540367E+02 + 0.3023735285E+01 i        0.3244536209E+02 + 0.8710261345E+01 i
  36.720        0.1639966011E+02 + 0.9216818810E+01 i        0.3111224174E+02 + 0.1363302898E+02 i
  36.900        0.1515853024E+02 + 0.1531800747E+02 i        0.2948815346E+02 + 0.1837819672E+02 i
  37.080        0.1387412548E+02 + 0.2123301888E+02 i        0.2758207703E+02 + 0.2288535690E+02 i
  37.260        0.1254667187E+02 + 0.2686940002E+02 i        0.2540532112E+02 + 0.2709679031E+02 i
  37.440        0.1117491531E+02 + 0.3213811111E+02 i        0.2297166252E+02 + 0.3095829964E+02 i
  37.620        0.9756587982E+01 + 0.3695514679E+02 i        0.2029758835E+02 + 0.3441995239E+02 i
  37.800        0.8288954735E+01 + 0.4124300003E+02 i        0.1740242195E+02 + 0.3743687820E+02 i
  37.980        0.6769310474E+01 + 0.4493214798E+02 i        0.1430847359E+02 + 0.3996978760E+02 i
  38.160        0.5195499420E+01 + 0.4796218872E+02 i        0.1104105091E+02 + 0.4198566818E+02 i
  38.340        0.3566437721E+01 + 0.5028310394E+02 i        0.7628516674E+01 + 0.4345824051E+02 i
  38.520        0.1882575274E+01 + 0.5185607910E+02 i        0.4102181435E+01 + 0.4436832047E+02 i
  38.700        0.1463057697E+00 + 0.5265435791E+02 i        0.4961808026E+00 + 0.4470416260E+02 i
  38.880       -0.1637681127E+01 + 0.5266372299E+02 i       -0.3152740955E+01 + 0.4446170425E+02 i
  39.060       -0.3462101936E+01 + 0.5188275909E+02 i       -0.6805512428E+01 + 0.4364453506E+02 i
  39.240       -0.5316923141E+01 + 0.5032306671E+02 i       -0.1042113400E+02 + 0.4226405716E+02 i
  39.420       -0.7189257145E+01 + 0.4800901413E+02 i       -0.1395709419E+02 + 0.4033924103E+02 i
  39.600       -0.9063363075E+01 + 0.4497744751E+02 i       -0.1736991501E+02 + 0.3789646912E+02 i
  39.780       -0.1092075062E+02 + 0.4127701569E+02 i       -0.2061572075E+02 + 0.3496914673E+02 i
  39.960       -0.1274040318E+02 + 0.3696751022E+02 i       -0.2365085602E+02 + 0.3159734154E+02 i
  40.140       -0.1449907398E+02 + 0.3211870575E+02 i       -0.2643262100E+02 + 0.2782722664E+02 i
  40.320       -0.1617169380E+02 + 0.2680927086E+02 i       -0.2891991997E+02 + 0.2371046829E+02 i
  40.500       -0.1773184204E+02 + 0.2112546539E+02 i       -0.3107402992E+02 + 0.1930354691E+02 i
  40.680       -0.1915229416E+02 + 0.1515960979E+02 i       -0.3285934448E+02 + 0.1466698360E+02 i
  40.860       -0.2040562057E+02 + 0.9008548737E+01 i       -0.3424403381E+02 + 0.9864522934E+01 i
  41.040       -0.2146490479E+02 + 0.2771989346E+01 i       -0.3520087051E+02 + 0.4962268829E+01 i
  41.220       -0.2230431175E+02 +-0.3449198246E+01 i       -0.3570767975E+02 + 0.2776605077E-01 i
  41.400       -0.2289988518E+02 +-0.9554694176E+01 i       -0.3574811935E+02 +-0.4870930195E+01 i
  41.580       -0.2323016357E+02 +-0.1544643402E+02 i       -0.3531210327E+02 +-0.9666204453E+01 i
  41.760       -0.2327684975E+02 +-0.2103027153E+02 i       -0.3439622116E+02 +-0.1429181862E+02 i
  41.940       -0.2302544212E+02 +-0.2621759415E+02 i       -0.3300407410E+02 +-0.1868385124E+02 i
  42.120       -0.2246575356E+02 +-0.3092675591E+02 i       -0.3114649200E+02 +-0.2278160095E+02 i
  42.300       -0.2159242249E+02 +-0.3508448792E+02 i       -0.2884160614E+02 +-0.2652844238E+02 i
  42.480       -0.2040526009E+02 +-0.3862709427E+02 i       -0.2611481285E+02 +-0.2987265778E+02 i
  42.660       -0.1890958595E+02 +-0.4150149918E+02 i       -0.2299858665E+02 +-0.3276815796E+02 i
  42.840       -0.1711633873E+02 +-0.4366604996E+02 i       -0.1953218842E+02 +-0.3517518997E+02 i
  43.020       -0.1504216480E+02 +-0.4509125137E+02 i       -0.1576119709E+02 +-0.3706086731E+02 i
  43.200       -0.1270933914E+02 +-0.4576012802E+02 i       -0.1173695850E+02 +-0.3839975739E+02 i
  43.380       -0.1014558125E+02 +-0.4566848373E+02 i       -0.7515877724E+01 +-0.3917417526E+02 i
  43.560       -0.7383677006E+01 +-0.4482482529E+02 i       -0.3158607483E+01 +-0.3937452316E+02 i
  43.740       -0.4461109161E+01 +-0.4325023651E+02 i        0.1270856261E+01 +-0.3899944687E+02 i
  43.920       -0.1419450521E+01 +-0.4097785187E+02 i        0.5706165314E+01 +-0.3805589676E+02 i
  44.100        0.1696296453E+01 +-0.3805222702E+02 i        0.1007969093E+02 +-0.3655905151E+02 i
  44.280        0.4838432312E+01 +-0.3452851105E+02 i        0.1432362843E+02 +-0.3453212738E+02 i
  44.460        0.7957423687E+01 +-0.3047143555E+02 i        0.1837116814E+02 +-0.3200610352E+02 i
  44.640        0.1100277615E+02 +-0.2595411110E+02 i        0.2215761185E+02 +-0.2901930428E+02 i
  44.820        0.1392398262E+02 +-0.2105671883E+02 i        0.2562156677E+02 +-0.2561681557E+02 i
  45.000        0.1667148399E+02 +-0.1586511421E+02 i        0.2870600510E+02 +-0.2184993553E+02 i
  45.180        0.1919763565E+02 +-0.1046929169E+02 i        0.3135935211E+02 +-0.1777540588E+02 i
  45.360        0.2145765877E+02 +-0.4961836338E+01 i        0.3353645325E+02 +-0.1345459270E+02 i
  45.540        0.2341055489E+02 + 0.5636783838E+00 i        0.3519946289E+02 +-0.8952635765E+01 i
  45.720        0.2501996231E+02 + 0.6014297962E+01 i        0.3631858826E+02 +-0.4337473392E+01 i
  45.900        0.2625492287E+02 + 0.1129923820E+02 i        0.3687274551E+02 + 0.3211381435E+00 i
  46.080        0.2709058380E+02 + 0.1633143425E+02 i        0.3685006332E+02 + 0.4952680111E+01 i
  46.260        0.2750877380E+02 + 0.2102894974E+02 i        0.3624813843E+02 + 0.9486910820E+01 i
  46.440        0.2749843788E+02 + 0.2531635666E+02 i        0.3507428741E+02 + 0.1385492802E+02 i
