t;grid16
0.0;0.279859330855687
0.067;0.2826440035748474
0.134;0.27615022856780747
0.201;0.29875973908539977
0.268;0.3422962246640479
0.335;0.2854882582260012
0.402;0.30128230470333345
0.469;0.30683122957720055
0.536;0.3343907261126435
0.603;0.3874187282330896
0.67;0.4043194816494888
0.737;0.4402654171559449
0.804;0.5460160976067363
0.871;0.5494849372785305
0.938;0.6170464813021043
1.005;0.5679066048632416
1.072;0.5238435561609053
1.139;0.44806376833672146
1.206;0.38638522935639075
1.273;0.35568003077510946
1.34;0.30290444915008874
1.407;0.2970331691091285
1.474;0.33189096744002766
1.541;0.3318878928377502
1.608;0.35662642957860724
1.675;0.31802161470884505
1.742;0.32713494883386135
1.809;0.3028144121806054
1.876;0.3819254012765837
1.943;0.42512655038380925
2.01;0.4409679592822643
2.077;0.49635502964150974
2.144;0.557630583641674
2.211;0.5799350244289769
2.278;0.6146746172233708
2.345;0.5958638342434162
2.412;0.5311696650650102
2.479;0.5051702885775127
2.546;0.4004847882494278
2.613;0.3602000486597387
2.68;0.31221518888758576
2.747;0.3015615022611223
2.814;0.35964516634859084
2.881;0.3347484644948293
2.948;0.3613037736905138
3.015;0.34126397017587273
3.082;0.300261742548743
3.149;0.3260438254168532
3.216;0.39006295623824544
3.283;0.41794601358989186
3.35;0.44494524198556307
3.417;0.47986094487159464
3.484;0.5931925074378281
3.551;0.599554077119224
3.618;0.6113900470762943
3.685;0.6040294401514731
3.752;0.5553588311604654
3.819;0.4856877644694841
3.886;0.4428439319918648
3.953;0.3938815579657774
4.02;0.29959968693439387
4.087;0.28817680199819856
4.154;0.3571368021203209
4.221;0.3300717259753172
4.288;0.39252685807703663
4.355;0.35309735410946425
4.422;0.3634972763782946
4.489;0.38720569828769935
4.556;0.39560241783136585
4.623;0.41911529273433823
4.69;0.44279686288958
4.757;0.5265173226475053
4.824;0.547674403144783
4.891;0.5823693867839694
4.958;0.6436061243755136
5.025;0.6159626410726273
5.092;0.570545294996966
5.159;0.49371323637119985
5.226;0.4663281807385355
5.293;0.4074155043788198
5.36;0.3253467850010455
5.427;0.3241015879131874
5.494;0.34871902636313773
5.561;0.41723071971147924
5.628;0.3648376099478292
5.695;0.3946477392846533
5.762;0.4122781511036741
5.829;0.3925215518211446
5.896;0.4440748518100818
5.963;0.4317619756423206
6.03;0.47480787636871324
6.097;0.5278643529183017
6.164;0.5744295884835372
6.231;0.6384694219842499
6.298;0.6573784459597167
6.365;0.6386915349804487
6.432;0.5840243792496541
6.499;0.5260382399118151
6.566;0.4736082415817504
6.633;0.44787355812154495
6.7;0.37829913633579004
6.767;0.37030940523661376
6.834;0.38736466096013844
6.901;0.42028603049651336
6.968;0.3965268443759174
7.035;0.39790614002030755
7.102;0.36394099211186354
7.169;0.3983329564223131
7.236;0.40855878526189593
7.303;0.43530238154269807
7.37;0.4951493486175495
7.437;0.49571821336421296
7.504;0.5922786859996751
7.571;0.6200653182119426
7.638;0.6039948227238092
7.705;0.6335881584618155
7.772;0.569886948456429
7.839;0.5016692720760219
7.906;0.46365465229710195
7.973;0.4273059481495485
8.04;0.35505205717631866
8.107;0.3615950020235915
8.174;0.36791546074386405
8.241;0.39426825421188916
8.308;0.40332565576688006
8.375;0.35540051446565285
8.442;0.39291663927187115
8.509;0.396354542773945
8.576;0.4101781213855131
8.643;0.4511540650144552
8.71;0.46111584530991756
8.777;0.5501681247868765
8.844;0.6034079409821357
8.911;0.574766840561118
8.978;0.6481413003542967
9.045;0.6389161967978673
9.112;0.5558747777496087
9.179;0.5053708615039878
9.246;0.4512599193688762
9.313;0.41510023328003454
9.38;0.32963303907919683
9.447;0.3324674449948053
9.514;0.3578872657122132
9.581;0.38449123235456
9.648;0.3913621361328526
9.715;0.366337429002719
9.782;0.3669491346878534
9.849;0.40017258780945253
9.916;0.39165916865533507
9.983;0.4782630668463508
10.05;0.4820040000799693
10.117;0.5334886258874573
10.184;0.5982554063919976
10.251;0.6070236749356513
10.318;0.6353403835820188
10.385;0.614510903076039
10.452;0.5899612096658317
10.519;0.547570787493989
10.586;0.5151747267150095
10.653;0.40912475783779756
10.72;0.3284208336493836
10.787;0.3451463719186989
10.854;0.3844235361438124
10.921;0.43633768362015624
10.988;0.4190956283474482
11.055;0.38103339000616443
11.122;0.41646441734579864
11.189;0.41927256573186156
11.256;0.45899063670390183
11.323;0.5218374820865809
11.39;0.5302123434067298
11.457;0.5267948428242036
11.524;0.6302859523709465
11.591;0.6118731026608084
11.658;0.6538109873826086
11.725;0.6187031660497517
11.792;0.5805066806809461
11.859;0.534839404806495
11.926;0.4500633651306311
11.993;0.42529510025057543
12.06;0.3628193632803555
12.127;0.352702557623758
12.194;0.38737291975489047
12.261;0.4041067310626553
12.328;0.40023669808986395
12.395;0.4071852078673864
12.462;0.4009906749275757
12.529;0.39381721386054314
12.596;0.48143226035895553
12.663;0.4372700957203594
12.73;0.4699293694929351
12.797;0.49397896442687245
12.864;0.6224498457107872
12.931;0.6143598374225233
12.998;0.6128142431754497
13.065;0.6042336770486197
13.132;0.5966176731314439
13.199;0.5085651477286688
